Start date:,07/02/2024,Start time:,17:23:42.930
Reading #,Reading
1,-3.60816295E-02
2,-3.37464749E-02
3,-3.13163974E-02
4,-2.88212978E-02
5,-2.61152900E-02
6,-2.32299149E-02
7,-2.04270488E-02
8,-1.75256475E-02
9,-1.44396211E-02
10,-1.13934623E-02
11,-8.29100879E-03
12,-5.10352548E-03
13,-1.97347041E-03
14,+1.15705936E-03
15,+4.30704839E-03
16,+7.45265526E-03
17,+1.05515706E-02
18,+1.36247093E-02
19,+1.66993088E-02
20,+1.96984447E-02
21,+2.25220840E-02
22,+2.53306096E-02
23,+2.80003316E-02
24,+3.05426355E-02
25,+3.28688106E-02
26,+3.52647541E-02
27,+3.73766619E-02
28,+3.93842653E-02
29,+4.12266291E-02
30,+4.29344977E-02
31,+4.43942168E-02
32,+4.56722324E-02
33,+4.68241482E-02
34,+4.77955312E-02
35,+4.85950668E-02
36,+4.91409790E-02
37,+4.93867185E-02
38,+4.96062067E-02
39,+4.95554598E-02
40,+4.93515232E-02
41,+4.89185693E-02
42,+4.82114728E-02
43,+4.74179226E-02
44,+4.64296381E-02
45,+4.51984986E-02
46,+4.37989448E-02
47,+4.21836260E-02
48,+4.04830981E-02
49,+3.85078053E-02
50,+3.64803050E-02
51,+3.42575589E-02
52,+3.19417515E-02
53,+2.94030599E-02
54,+2.67690447E-02
55,+2.40828588E-02
56,+2.12422071E-02
57,+1.83292296E-02
58,+1.54073082E-02
59,+1.23508179E-02
60,+9.24876474E-03
61,+6.11250249E-03
62,+2.99763487E-03
63,-1.90433986E-04
64,-3.38959825E-03
65,-6.54290939E-03
66,-9.71009497E-03
67,-1.27788877E-02
68,-1.57951089E-02
69,-1.87716470E-02
70,-2.17498251E-02
71,-2.44981474E-02
72,-2.72828674E-02
73,-2.99183791E-02
74,-3.24081841E-02
75,-3.47885009E-02
76,-3.70994133E-02
77,-3.91268754E-02
78,-4.10514939E-02
79,-4.28715866E-02
80,-4.45484933E-02
81,-4.59780206E-02
82,-4.71836038E-02
83,-4.82652759E-02
84,-4.91834275E-02
85,-4.98663182E-02
86,-5.03675793E-02
87,-5.06374870E-02
88,-5.07564675E-02
89,-5.06536239E-02
90,-5.03871861E-02
91,-4.98512781E-02
92,-4.92231844E-02
93,-4.83282519E-02
94,-4.72419445E-02
95,-4.59831676E-02
96,-4.45817163E-02
97,-4.29545702E-02
98,-4.11567475E-02
99,-3.91586377E-02
100,-3.70739317E-02
101,-3.48373124E-02
102,-3.24347625E-02
103,-2.99272860E-02
104,-2.73454426E-02
105,-2.45972311E-02
106,-2.17887435E-02
107,-1.88920145E-02
108,-1.59236556E-02
109,-1.28657052E-02
110,-9.75357495E-03
111,-6.61212925E-03
112,-3.46356426E-03
113,-2.57096252E-04
114,+2.90326044E-03
115,+6.03711263E-03
116,+9.14351109E-03
117,+1.22488128E-02
118,+1.53126437E-02
119,+1.82727874E-02
