Start date:,07/02/2024,Start time:,17:36:26.820
Reading #,Reading
1,-1.89093228E-02
2,-1.89122442E-02
3,-1.89159674E-02
4,-1.89151657E-02
5,-1.89152396E-02
6,-1.89180872E-02
7,-1.89209349E-02
8,-1.89170642E-02
9,-1.89199857E-02
10,-1.89266303E-02
11,-1.89227596E-02
12,-1.89209349E-02
13,-1.89162626E-02
14,-1.89206397E-02
15,-1.89179396E-02
16,-1.89169904E-02
17,-1.89143641E-02
18,-1.89132673E-02
19,-1.89131197E-02
20,-1.89200595E-02
21,-1.89171380E-02
22,-1.89207873E-02
23,-1.89180134E-02
24,-1.89106410E-02
25,-1.89096180E-02
26,-1.89113688E-02
27,-1.89114426E-02
28,-1.89115903E-02
29,-1.89095442E-02
30,-1.89103458E-02
31,-1.89105672E-02
32,-1.89142903E-02
33,-1.89153134E-02
34,-1.89142903E-02
35,-1.89160412E-02
36,-1.89134149E-02
37,-1.89153872E-02
38,-1.89180134E-02
39,-1.89181611E-02
40,-1.89170642E-02
41,-1.89141427E-02
42,-1.89123919E-02
43,-1.89123181E-02
44,-1.89150181E-02
45,-1.89112950E-02
46,-1.89102720E-02
47,-1.89141427E-02
48,-1.89112950E-02
49,-1.89112212E-02
50,-1.89123919E-02
51,-1.89141427E-02
52,-1.89131935E-02
53,-1.89097656E-02
54,-1.89038488E-02
55,-1.89066227E-02
56,-1.89067703E-02
57,-1.89020242E-02
58,-1.89104934E-02
59,-1.89066227E-02
60,-1.89085950E-02
61,-1.89085950E-02
62,-1.89018765E-02
63,-1.89010011E-02
64,-1.89057473E-02
65,-1.89039964E-02
66,-1.89058211E-02
67,-1.89085950E-02
68,-1.89029734E-02
69,-1.89028258E-02
70,-1.89075719E-02
71,-1.89104934E-02
72,-1.89066965E-02
73,-1.89047980E-02
74,-1.89058211E-02
75,-1.89038488E-02
76,-1.89103458E-02
77,-1.89076457E-02
78,-1.89075719E-02
79,-1.89057473E-02
80,-1.89039226E-02
81,-1.88999043E-02
82,-1.89104196E-02
83,-1.89049457E-02
84,-1.89039226E-02
85,-1.89039964E-02
86,-1.89030472E-02
87,-1.88991765E-02
88,-1.89010749E-02
89,-1.88992503E-02
90,-1.89019504E-02
91,-1.88980058E-02
92,-1.89001257E-02
93,-1.89028996E-02
94,-1.89001995E-02
95,-1.89028258E-02
96,-1.89076457E-02
97,-1.89019504E-02
98,-1.89055997E-02
99,-1.89037750E-02
100,-1.89087426E-02
101,-1.89077195E-02
102,-1.89066227E-02
103,-1.89056735E-02
104,-1.89038488E-02
105,-1.89086688E-02
106,-1.89028258E-02
107,-1.89028996E-02
108,-1.89037012E-02
109,-1.89000519E-02
110,-1.89030472E-02
111,-1.89047242E-02
112,-1.89027520E-02
113,-1.89010011E-02
114,-1.89065489E-02
115,-1.89046504E-02
116,-1.89028996E-02
117,-1.89028258E-02
118,-1.89035536E-02
119,-1.89028996E-02
120,-1.89020242E-02
121,-1.89064013E-02
122,-1.89028258E-02
123,-1.89047980E-02
124,-1.89066227E-02
125,-1.89047242E-02
126,-1.89048719E-02
127,-1.89026782E-02
128,-1.89055997E-02
129,-1.89030472E-02
130,-1.89047242E-02
131,-1.89084473E-02
132,-1.89039226E-02
133,-1.88991765E-02
134,-1.89056735E-02
135,-1.89029734E-02
136,-1.89066965E-02
137,-1.89049457E-02
138,-1.89087426E-02
139,-1.88982273E-02
140,-1.89026782E-02
141,-1.89035536E-02
142,-1.89028996E-02
143,-1.89057473E-02
144,-1.88991027E-02
145,-1.89010749E-02
146,-1.89066965E-02
147,-1.89011488E-02
148,-1.89038488E-02
149,-1.89047980E-02
150,-1.89067703E-02
151,-1.89075719E-02
152,-1.89058949E-02
153,-1.89077195E-02
154,-1.89058211E-02
155,-1.89086688E-02
156,-1.89028996E-02
157,-1.89093966E-02
158,-1.89039964E-02
159,-1.89064013E-02
160,-1.89067703E-02
161,-1.89028258E-02
162,-1.89056735E-02
163,-1.89084473E-02
164,-1.89094704E-02
165,-1.88991027E-02
166,-1.89076457E-02
167,-1.89077934E-02
168,-1.89037750E-02
169,-1.89058211E-02
170,-1.89029734E-02
171,-1.89035536E-02
172,-1.89087426E-02
173,-1.89064751E-02
174,-1.89048719E-02
175,-1.89085211E-02
176,-1.89075719E-02
177,-1.89124657E-02
178,-1.89058211E-02
179,-1.89093228E-02
180,-1.89103458E-02
181,-1.89045028E-02
182,-1.89056735E-02
183,-1.89122442E-02
184,-1.89056735E-02
185,-1.89131197E-02
186,-1.89077195E-02
187,-1.89066227E-02
