Start date:,07/09/2024,Start time:,19:05:13.280
Reading #,Reading
1,-3.79253379E-04
2,-3.82868132E-04
3,-3.80867990E-04
4,-3.80860638E-04
5,-3.82751532E-04
6,-3.78235443E-04
7,-3.81893278E-04
8,-3.82097071E-04
9,-3.79718751E-04
10,-3.80206178E-04
11,-3.79566420E-04
12,-3.79464524E-04
13,-3.80671549E-04
14,-3.80184122E-04
15,-3.79071641E-04
16,-3.82475250E-04
17,-3.79078993E-04
18,-3.78235443E-04
19,-3.79740806E-04
20,-3.77849913E-04
21,-3.81348065E-04
22,-3.77653471E-04
23,-3.79246027E-04
24,-3.80104281E-04
25,-3.78984449E-04
26,-3.80206178E-04
27,-3.81442610E-04
28,-3.79442468E-04
29,-3.79907840E-04
30,-3.78977097E-04
31,-3.77471734E-04
32,-3.77748016E-04
33,-3.78016946E-04
34,-3.78337340E-04
35,-3.79537013E-04
36,-3.78206036E-04
37,-3.78984449E-04
38,-3.78708166E-04
39,-3.75195310E-04
40,-3.81246169E-04
41,-3.79268083E-04
42,-3.77362486E-04
43,-3.79086345E-04
44,-3.78402477E-04
45,-3.78206036E-04
46,-3.78686111E-04
47,-3.78591566E-04
48,-3.77770072E-04
49,-3.79937247E-04
50,-3.78053706E-04
51,-3.80039144E-04
52,-3.77929754E-04
53,-3.76242653E-04
54,-3.79180890E-04
55,-3.77377189E-04
56,-3.77755368E-04
57,-3.77391893E-04
58,-3.75944315E-04
59,-3.79748158E-04
60,-3.76242653E-04
61,-3.77275293E-04
62,-3.78409829E-04
63,-3.74359112E-04
64,-3.79078993E-04
65,-3.78046354E-04
66,-3.74744642E-04
67,-3.77748016E-04
68,-3.76715377E-04
69,-3.75675385E-04
70,-3.76359253E-04
71,-3.76140757E-04
72,-3.75566137E-04
73,-3.77660823E-04
74,-3.75660681E-04
75,-3.77064148E-04
76,-3.76911818E-04
77,-3.75959019E-04
78,-3.77166044E-04
79,-3.76359253E-04
80,-3.75936964E-04
81,-3.77449678E-04
82,-3.74526145E-04
83,-3.76140757E-04
84,-3.76817273E-04
85,-3.75660681E-04
86,-3.77631416E-04
87,-3.75675385E-04
88,-3.74526145E-04
89,-3.77922402E-04
90,-3.75202662E-04
91,-3.75478944E-04
92,-3.74904324E-04
93,-3.74053422E-04
94,-3.75747874E-04
95,-3.74068126E-04
96,-3.74053422E-04
97,-3.75478944E-04
98,-3.74075478E-04
99,-3.74729938E-04
100,-3.75202662E-04
101,-3.74926380E-04
102,-3.77195452E-04
103,-3.77006362E-04
104,-3.74533497E-04
105,-3.76904466E-04
106,-3.76518935E-04
107,-3.73675243E-04
108,-3.77675527E-04
109,-3.72759204E-04
110,-3.74642746E-04
111,-3.74926380E-04
112,-3.74438953E-04
113,-3.75399103E-04
114,-3.74729938E-04
115,-3.73958877E-04
116,-3.76526287E-04
117,-3.73704651E-04
118,-3.74933731E-04
119,-3.76227949E-04
120,-3.75566137E-04
121,-3.74438953E-04
122,-3.73901092E-04
123,-3.71632020E-04
124,-3.73667892E-04
125,-3.74359112E-04
126,-3.72926238E-04
127,-3.76802569E-04
128,-3.72257073E-04
129,-3.74140615E-04
130,-3.77006362E-04
131,-3.73209872E-04
132,-3.75842419E-04
133,-3.74279271E-04
134,-3.73035486E-04
135,-3.76170164E-04
136,-3.72839045E-04
137,-3.73595402E-04
138,-3.74162670E-04
139,-3.70860959E-04
140,-3.74170022E-04
141,-3.73697299E-04
142,-3.72264425E-04
143,-3.72381025E-04
144,-3.70933448E-04
145,-3.73217224E-04
146,-3.74468360E-04
147,-3.71900950E-04
148,-3.71893598E-04
149,-3.73777140E-04
150,-3.72642604E-04
151,-3.74170022E-04
152,-3.72460866E-04
153,-3.72766556E-04
154,-3.74359112E-04
155,-3.72642604E-04
156,-3.71442930E-04
157,-3.73769788E-04
158,-3.72861101E-04
159,-3.73050190E-04
160,-3.73006079E-04
161,-3.72475570E-04
162,-3.73289713E-04
163,-3.73137383E-04
164,-3.73522913E-04
165,-3.72468218E-04
166,-3.72002847E-04
167,-3.72839045E-04
168,-3.73122679E-04
169,-3.70184442E-04
170,-3.72853749E-04
171,-3.71609964E-04
172,-3.71508068E-04
173,-3.72816989E-04
174,-3.71326330E-04
175,-3.71632020E-04
176,-3.73508210E-04
177,-3.70853607E-04
178,-3.72468218E-04
179,-3.72940942E-04
180,-3.70562621E-04
181,-3.72751852E-04
182,-3.72293832E-04
183,-3.72751852E-04
184,-3.73508210E-04
185,-3.70199146E-04
186,-3.70373532E-04
187,-3.71027993E-04
188,-3.70184442E-04
189,-3.73115327E-04
190,-3.71711861E-04
191,-3.70366180E-04
192,-3.72271777E-04
193,-3.72082688E-04
194,-3.70584677E-04
195,-3.72090039E-04
196,-3.69159155E-04
197,-3.72744500E-04
198,-3.71799054E-04
199,-3.70119305E-04
200,-3.72642604E-04
201,-3.69435437E-04
202,-3.71966087E-04
203,-3.72933590E-04
204,-3.70460725E-04
205,-3.71333682E-04
206,-3.73311768E-04
207,-3.70657166E-04
208,-3.72184584E-04
209,-3.70191794E-04
210,-3.70293691E-04
211,-3.71122537E-04
212,-3.71239137E-04
213,-3.71799054E-04
214,-3.70933448E-04
215,-3.68133867E-04
216,-3.74628042E-04
217,-3.72729797E-04
218,-3.72264425E-04
219,-3.72729797E-04
220,-3.70759062E-04
221,-3.73020783E-04
222,-3.72446163E-04
223,-3.69813616E-04
224,-3.71711861E-04
225,-3.71988143E-04
226,-3.68751569E-04
227,-3.72446163E-04
228,-3.71253841E-04
229,-3.70831551E-04
230,-3.71333682E-04
231,-3.71129889E-04
232,-3.69813616E-04
233,-3.71115185E-04
234,-3.69173858E-04
235,-3.71064752E-04
236,-3.71420875E-04
237,-3.70089898E-04
238,-3.72082688E-04
239,-3.69261051E-04
240,-3.72191936E-04
241,-3.71239137E-04
242,-3.70759062E-04
243,-3.67661144E-04
244,-3.69617174E-04
245,-3.69617174E-04
246,-3.72642604E-04
247,-3.70126657E-04
248,-3.68577183E-04
249,-3.68962713E-04
250,-3.68780976E-04
251,-3.69915512E-04
252,-3.68955362E-04
253,-3.67457351E-04
254,-3.71973439E-04
255,-3.69537333E-04
256,-3.68701135E-04
257,-3.72097391E-04
258,-3.68780976E-04
259,-3.71137241E-04
260,-3.70475428E-04
261,-3.68977417E-04
262,-3.70373532E-04
263,-3.69238996E-04
264,-3.68860817E-04
265,-3.71428227E-04
266,-3.67275613E-04
267,-3.69057258E-04
268,-3.68410149E-04
269,-3.68489990E-04
270,-3.70497484E-04
271,-3.69915512E-04
272,-3.68089756E-04
273,-3.70286339E-04
274,-3.68751569E-04
275,-3.68962713E-04
276,-3.71027993E-04
277,-3.67086524E-04
278,-3.69995353E-04
279,-3.70402939E-04
280,-3.69529981E-04
281,-3.69915512E-04
282,-3.68803031E-04
283,-3.67449999E-04
284,-3.68962713E-04
285,-3.67449999E-04
286,-3.68882872E-04
287,-3.69435437E-04
288,-3.68410149E-04
289,-3.70206498E-04
290,-3.67646440E-04
291,-3.67260909E-04
292,-3.67733633E-04
293,-3.67238854E-04
294,-3.68948010E-04
295,-3.69915512E-04
296,-3.68955362E-04
297,-3.69340892E-04
298,-3.69042554E-04
299,-3.67631736E-04
300,-3.68402797E-04
301,-3.68293549E-04
302,-3.70671869E-04
303,-3.71420875E-04
304,-3.69355596E-04
305,-3.68977417E-04
306,-3.70497484E-04
307,-3.66628504E-04
308,-3.68097108E-04
309,-3.68133867E-04
310,-3.67559247E-04
311,-3.68402797E-04
312,-3.66519256E-04
313,-3.67930074E-04
314,-3.70388235E-04
315,-3.66788186E-04
316,-3.68693783E-04
317,-3.66141077E-04
318,-3.67071820E-04
319,-3.68758920E-04
320,-3.67159013E-04
321,-3.67057116E-04
322,-3.68569831E-04
323,-3.68410149E-04
324,-3.67944778E-04
325,-3.69333540E-04
326,-3.66693641E-04
327,-3.68330308E-04
328,-3.68467935E-04
329,-3.66904786E-04
330,-3.70024760E-04
331,-3.66875379E-04
332,-3.68308253E-04
333,-3.69042554E-04
334,-3.66213566E-04
335,-3.68293549E-04
336,-3.68671728E-04
337,-3.66810242E-04
338,-3.68024619E-04
339,-3.67079172E-04
340,-3.67079172E-04
341,-3.67661144E-04
342,-3.65384720E-04
343,-3.66410007E-04
344,-3.67915370E-04
345,-3.67726281E-04
346,-3.69624526E-04
347,-3.65668354E-04
348,-3.68293549E-04
349,-3.65842739E-04
350,-3.66141077E-04
351,-3.66613800E-04
352,-3.66882731E-04
353,-3.64832155E-04
354,-3.67246206E-04
355,-3.66206214E-04
356,-3.66228270E-04
357,-3.67748336E-04
358,-3.68024619E-04
359,-3.67842881E-04
360,-3.68300901E-04
361,-3.67173717E-04
362,-3.69537333E-04
363,-3.66053884E-04
364,-3.64431921E-04
365,-3.66969924E-04
366,-3.64635714E-04
367,-3.67806122E-04
368,-3.68512046E-04
369,-3.67740985E-04
370,-3.68104460E-04
371,-3.66693641E-04
372,-3.67537192E-04
373,-3.69719071E-04
374,-3.67537192E-04
375,-3.68300901E-04
376,-3.68380742E-04
377,-3.65857443E-04
378,-3.67748336E-04
379,-3.68584535E-04
380,-3.65464561E-04
381,-3.67457351E-04
382,-3.66984627E-04
383,-3.65661002E-04
384,-3.67188420E-04
385,-3.65573809E-04
386,-3.66039180E-04
387,-3.66700993E-04
388,-3.66788186E-04
389,-3.67631736E-04
390,-3.65748195E-04
391,-3.65661002E-04
392,-3.66213566E-04
393,-3.66715697E-04
394,-3.66395304E-04
395,-3.68512046E-04
396,-3.67435295E-04
397,-3.67995211E-04
398,-3.67253558E-04
399,-3.64250184E-04
400,-3.65668354E-04
401,-3.65668354E-04
402,-3.65951988E-04
403,-3.68497342E-04
404,-3.64635714E-04
405,-3.65857443E-04
406,-3.66882731E-04
407,-3.67006683E-04
408,-3.69238996E-04
409,-3.66511904E-04
410,-3.65471912E-04
411,-3.67377510E-04
412,-3.66897434E-04
413,-3.66031829E-04
414,-3.68766272E-04
415,-3.66220918E-04
416,-3.67733633E-04
417,-3.68126515E-04
418,-3.64911996E-04
419,-3.65748195E-04
420,-3.68039322E-04
421,-3.67464702E-04
422,-3.66511904E-04
423,-3.64795396E-04
424,-3.65180927E-04
425,-3.66999331E-04
426,-3.65937284E-04
427,-3.66810242E-04
428,-3.66410007E-04
429,-3.64817452E-04
430,-3.67631736E-04
431,-3.66693641E-04
432,-3.64242832E-04
433,-3.66802890E-04
434,-3.65275471E-04
435,-3.66984627E-04
436,-3.65675705E-04
437,-3.64904644E-04
438,-3.65493968E-04
439,-3.66235622E-04
440,-3.66489848E-04
441,-3.66962572E-04
442,-3.64984485E-04
443,-3.65937284E-04
444,-3.65079030E-04
445,-3.65282823E-04
446,-3.65929932E-04
447,-3.65566457E-04
448,-3.64810100E-04
449,-3.68388094E-04
450,-3.65275471E-04
451,-3.65638946E-04
452,-3.68410149E-04
453,-3.65093734E-04
454,-3.66977275E-04
455,-3.65762898E-04
456,-3.65013893E-04
457,-3.66686290E-04
458,-3.65188278E-04
459,-3.67537192E-04
460,-3.68133867E-04
461,-3.64133583E-04
462,-3.63755405E-04
463,-3.66133725E-04
464,-3.63959198E-04
