Start date:,07/08/2024,Start time:,17:41:43.730
Reading #,Reading
1,-8.87713184E-05
2,-8.77482774E-05
3,-8.60712578E-05
4,-8.76744649E-05
5,-8.49744043E-05
6,-8.40989883E-05
7,-8.65776114E-05
8,-8.58498204E-05
9,-8.97943593E-05
10,-9.26420449E-05
11,-8.86975059E-05
12,-8.79697148E-05
13,-9.06697754E-05
14,-8.95729219E-05
15,-9.05221504E-05
16,-8.19052814E-05
17,-8.94252969E-05
18,-8.66514239E-05
19,-8.57760079E-05
20,-8.29283224E-05
21,-8.58498204E-05
22,-8.39513634E-05
23,-8.22005313E-05
24,-8.58498204E-05
25,-8.41728008E-05
26,-8.40251758E-05
27,-8.49005919E-05
28,-8.58498204E-05
29,-8.57760079E-05
30,-8.51220293E-05
31,-8.41728008E-05
32,-8.59236328E-05
33,-8.30759473E-05
34,-8.49744043E-05
35,-8.58498204E-05
36,-8.59974453E-05
37,-8.58498204E-05
38,-8.66514239E-05
39,-8.69466738E-05
40,-8.21267188E-05
41,-8.30021349E-05
42,-8.49005919E-05
43,-8.19052814E-05
44,-8.39513634E-05
45,-8.39513634E-05
46,-8.38775509E-05
47,-8.78220899E-05
48,-8.67990489E-05
49,-8.38775509E-05
50,-8.49005919E-05
51,-8.59236328E-05
52,-8.47529669E-05
53,-8.02282618E-05
54,-8.41728008E-05
55,-8.21267188E-05
56,-8.29283224E-05
57,-8.39513634E-05
58,-8.86975059E-05
59,-8.86236934E-05
60,-8.49744043E-05
61,-8.39513634E-05
62,-8.30759473E-05
63,-8.38775509E-05
64,-8.87713184E-05
65,-8.77482774E-05
66,-9.07435879E-05
67,-8.57760079E-05
68,-8.58498204E-05
69,-8.86236934E-05
70,-8.67990489E-05
71,-8.65776114E-05
72,-8.50482168E-05
73,-8.96467344E-05
74,-9.14713789E-05
75,-8.47529669E-05
76,-8.85498809E-05
77,-8.70204863E-05
78,-8.47529669E-05
79,-8.38775509E-05
80,-8.51220293E-05
81,-8.94252969E-05
82,-8.49744043E-05
83,-8.88451308E-05
84,-8.67990489E-05
85,-8.40251758E-05
86,-9.24206074E-05
87,-8.76744649E-05
88,-8.78220899E-05
89,-8.89189433E-05
90,-8.68728614E-05
91,-8.30759473E-05
92,-8.47529669E-05
93,-8.41728008E-05
94,-8.38037384E-05
95,-8.38775509E-05
96,-8.69466738E-05
97,-9.05959629E-05
98,-9.07435879E-05
99,-9.24944199E-05
100,-8.94991094E-05
101,-9.07435879E-05
102,-8.67990489E-05
103,-8.59236328E-05
104,-8.78959023E-05
105,-8.77482774E-05
106,-8.48267794E-05
107,-7.93528458E-05
108,-8.30021349E-05
109,-8.39513634E-05
110,-8.38037384E-05
111,-8.40251758E-05
112,-8.96467344E-05
113,-8.68728614E-05
114,-8.48267794E-05
115,-8.60712578E-05
116,-8.76006524E-05
117,-8.49005919E-05
118,-8.97205469E-05
119,-8.13251153E-05
120,-8.21267188E-05
121,-8.67990489E-05
122,-8.51220293E-05
123,-8.78220899E-05
124,-8.59974453E-05
125,-8.56283829E-05
126,-8.39513634E-05
127,-8.48267794E-05
128,-8.87713184E-05
129,-8.84760684E-05
130,-8.40251758E-05
131,-8.38775509E-05
132,-8.67990489E-05
133,-8.97205469E-05
134,-8.80435273E-05
135,-8.40251758E-05
136,-8.58498204E-05
137,-8.49005919E-05
